671184150599237633***,***Hugo se hace mayor dia a dia 😱 #parenting https://t.co/ueSKtI2aUP
571374990395707395***,***CAKITAS EN DIRECTO!!!!: http://t.co/g0nzF1Dcms
571374783620780032***,***CAKITAS EN DIRECTO!!!!: http://t.co/OX3JTOmIJP
571318350766317569***,***EL CAKITAS E HIJA CANIJA SE VUELVEN LOCOS CON EL FINAL DE #LIFEISSTRANGE :) CAKIEPICO! http://t.co/LiWeLBSihu
571114008813506561***,***CAKITAS EN DIRECTO!!!!: http://t.co/ePWcpUGisr
571112568057692160***,***DIRECTO DE #LIFEISSTRANGE CON HIJA CANIJA EN 5 MINUTOS!
571092260777013248***,***LA ULTIMA FRIKADA DEL CAKITAS! #HEARTHSTONE #MUSICAL!!! http://t.co/DXuhaYiJum
571085768606633984***,***RT @Sylverstone14: Listening to the #LifeIsStrange soundtrack. Fantastic stuff. https://t.co/DGK5rjHoQd
571084453268869120***,***¿ALGUIEN HA TENIDO UNA AMIGA O AMIGO COMO LA DE LA PROTAGONISTA DE #LIFEISSTRANGE? http://t.co/NQrs4pypKg
571060846073393152***,***MI PRIMER DIRECTO DE #HEARTHSTONE HA SIDO UN AUTENTICO DESASTRE! NO ME RINDO, JAJAJAJAJA!
571051341751021571***,***CAKITAS EN DIRECTO!!!!: http://t.co/NcQ9zcwdUJ
571049972918980609***,***: http://t.co/pNmAaaciHG
570952459985817600***,***EL JUEGO MAS BONITO DEL MUNDO #LIFEISSTRANGE CON LA CAKIS Y SU CAKIESPOSO... http://t.co/NUdoiFuBji
570803495156129793***,***RT @Majinbuu456: @elcakitasgames Hoa companero veo tus videos sigue asi :)
570788359095881730***,***MANANA RETOMO LOS DIRECTOS :) GRACIAS POR EL APOYO! QUE JUEGO OS GUSTARIA PARA EL DIRECTO DE MANANA? HEARTHSTONE?
570784208500752384***,***RIFLE TERMITA Y HOMBRES LOBO EN EL HOSPITAL DE #THEORDER 1886 :) http://t.co/bFk5NK1Zkg
570697260310376448***,***¿SABEIS LO QUE ES UN RIFLE TERMITA? UN TRABUCO QUE LANZA POLVOS DE TALCO INCENDIARIOS! #THEORDER 1886 :) ME ENCANTA! http://t.co/eIVdu5fMtD
570633116408111104***,***Me estoy enganchando a #Hearthstone!!!
570460912286609408***,***entro en directo en twitch!
570460689460039681***,***Cakitas en Directo!: http://t.co/U3h4lHwniL
570429439840026624***,***en una hora y media hago directo en twitch :)
570417979030167552***,***NUEVO CAKITULO DE #THEORDER 1886 EN EL CANAL! EL CAKITAS ENTRA EN UN PROSTIBULO DEL SIGLO XIX! http://t.co/3HmorqdK4n
570341938420850688***,***ME ENCANTA #LIFEISSTRANGE :) http://t.co/hrty0YQosn
570341613899116546***,***SUBIENDO LA SEGUNDA HORA JUGADA DE #THEORDER 1886. A PARTIR DEL CAKITULO 3 SUBIRE VIDEOS MAS CORTOS :)
570283626765668352***,***I just found all 81 Twitter users who don't follow me back, thanks to http://t.co/6bG6QKjEfj #iosapp
570279429542453249***,***SUBIENDO EL CAKITULO 2 DE #THEORDER 1886. AQUI OS DEJO EL PRIMERO! http://t.co/JbcWea5vif
570043859352330240***,***ESTRENO EL ESPECTACULAR #THEORDER 1886. UN JUEGO QUE MERECE LA PENA SOLO POR SU BELLEZA GRAFICA :) http://t.co/xJBJik64Oj
570027128697139200***,***@Naye_Pato Hola Naya. Es una app que tengo que sigue y des-sigue cuando le da la gana :) Sorry
569997889679851520***,***#LIFEISSTRANGE CON HERMANO ENANO. DICE QUE ES UN JUEGO DE NINAS. A MI ME ENCANTA! http://t.co/Tn2Cr5xy77
569926402763595776***,***PRIMER ESPECIAL DE #THEORDER1886 EN EL CANAL! EL PRIMER VIDEOJUEGO QUE TAMBIEN ES PELICULA: EL PEDIJUEGO! http://t.co/pYTuEXNuZ6
569908618880876544***,***Cakitas en Directo!: http://t.co/dr512cU0oK
569908061248344064***,***DIRECTO DE #THEORDER 1886 EN 2 MINUTOS EN TWITCH :)
569857400947277824***,***HERMANO ENANO NO ENTIENDE #LIFEISSTRANGE :) http://t.co/AJZSD3Wbuo
569738252657168384***,***Cakitas en Directo!: http://t.co/2msKOwlRp2
569735751656734720***,***DIRECTO DE #THEORDER 1886 EN CINCO MINUTOS EN TWITCH!
569684725197103104***,***UNA PERSONA MARAVILLOSA SE CUELA EN EL APRENDE INGLES CON #MINECRAFT Y CONVIERTE EL VIDEO EN ALGO MUY ESPECIAL! http://t.co/iKI1dkyRqZ
569593910227550208***,***SOMOS 1808 SUSCRIPTORES! ESTAMOS CERCA DE LOS 1886, COMO EL JUEGO, ASI QUE EN 7 HORAS ESTRENO EN DIRECTO DE #THEORDER #1886!
569588785043746816***,***@Giovanni_Elite A mi me encanto! Cakigracias!
569587839995785216***,***RT @Giovanni_Elite: @elcakitasgames ok gracias me gusto mucho jugar contigo :)
569587719824904192***,***En un par de horas nuevo cakitulo de Aprende Ingles con #Minecraft con suscriptores! @Giovanni_Elite y @HuntPokemon y una invitada especial!
569586821723590656***,***@Giovanni_Elite  Muchas gracias por jugar con Cakitas y por pasarme a tu tia. Ha hecho de este capitulo algo muy especial. Lo subo hoy, ok?
569569960743141376***,***Cakitas en Directo!: http://t.co/xXwTI3xc4C
569568104692338689***,***@Giovanni_Elite ok. Pero te invito a grupo para que tu voz se escuche y tb tienes que dar que tu voz se escuche en directo :)
569567695345033216***,***@Giovanni_Elite Ok. Pues vamos que no se muy bien como invitarte ;)(
569566630625218561***,***@Giovanni_Elite te animas?
569566033381498880***,***@Giovanni_Elite Es mas jugar y que yo vaya contando cosas en ingles. No se trata de saber sino de charlar distendido :)
569565390767927296***,***@Giovanni_Elite hello!
569564715233517568***,***A quien le apetece grabar un directo ahora mismo de Aprende Ingles con #Minecraft en PS4? Lo empiezo en 15 min!
569342243678629888***,***DICULPAD QUE HOY NO PUEDO HACER EL CAKIDIRECTO EN MINECRAFT QUE HABIA PROMETIDO. COMPENSARE LA SEMANA QUE VIENE! http://t.co/ss7T2YFGJC
569292186677673984***,***RT @FelixElNoob: @ElCakitas @elcakitasgames vamos a jugar en http://t.co/uCq2jiv73x version 1.8 para el que quiera entrar
569200140348755968***,***EL CAKITAS Y LA CAKIS EN UNA FIESTA BENEFICA PRE-OSCAR EN #HOLLYWWOD http://t.co/s616VpDLco
569199654488768513***,***RT @FelixElNoob: @ElCakitas @elcakitasgames hay que empezar a calentar para el directo en unas 9 horas mas jaja!!! Estara epico...
569199504567595009***,***ElCakitas descostillado y Hermano Enano engorrado :) Feliz Sabado! http://t.co/JA7IAzsOvM
569161607592476672***,***EN DOS HORAS ESTARA SUBIDO EL VLOG DE LA FIESTA BENEFICA PRE-OSCAR EN HOLLYWOOD! :)
569146470827323392***,***Mi amigo @FelixelNoob abre su nuevo canal #Minecraft en solitario :) Mucha suerte en tu aventura!https://t.co/qhp5OuJKmF
568955878361018368***,***Cakitas en Directo!: http://t.co/rtHSBa10q1
568954702324482048***,***DIRECTO DE #LIFEISSTRANGE EN DOS MINUTOS EN TWITCH CON HERMANO ENANO!
568951547410944001***,***UN POCO DE TERROR PARA LA TARDE DEL VIERNES CON HERMANO ENANO Y #THELASTOFUS :) http://t.co/Rt6PxGRcqk
568850482774478848***,***El Cakitas y la Cakis en la fiesta benefica #Hollywood Domino en #LosAngeles :) Estuvo bien pero El… http://t.co/67B1J2CqId
568791206534225920***,***HERMANO ENANO SE ECHA NOVIA EN UN DIRECTO DE #TWITCH JUGANDO #THELASTOFUS :) http://t.co/3S9CLBwXlZ
568597680957440000***,***Yendo a L.A a una fiesta de los Oscar. Os echo de menos!  http://t.co/Y2SpKCbgwn
568528658165420033***,***@ElCakitas: Con La Cakis, justo antes de descostillarme :) Por cierto, hoy tampoco habra directo porque voy a L.A.… http://t.co/XB0kjHOrpN
568482904923348992***,***NO OS PERDAIS EL MEJOR EASTER EGG DE #DYINGLIGHT! LOS ZOMBIES BAILAN GANGNAM STYLE :) http://t.co/tDX885x8N1
568462763162353664***,***@ElTetrix YO ESTOY BIEN AQUI :) SALUDOS!
568460574503235584***,***@ElTetrix De Espana, pero vivo en USA por estudios :)
568460531054415872***,***@ElTetrix EN 2 HORITAS
568460408060661761***,***@ElTetrix DE REPOSO, JAJAJA! PERO HOY SUBO VIDEO
568453362221342720***,***@Giovanni_Elite SOLO UN POCO DE REPOSO HASTA QUE DEJE DE DOLER, JAJAJA! AY, ME DUELE!
568453260123586560***,***@caleblolazoxd GRACIAS CALEB!
568453220869091328***,***@ElTetrix JAJAJA! LO TENDRE
568259660857380864***,***Sorry! Hoy no hago directo! Me he jodido una costilla haciendo surf! Tengo que dejar de desafiar al oceano!
568132041688137728***,***CAZA COMO UN AUTENTICO MAQUINA EN #EVOLVE! http://t.co/dbUCKanVtQ
568097062287335424***,***@cesar_cesar112 hell!
568045140830494720***,***HERMANO ENANO VUELVE A DEMOSTRAR SUPERIORIDAD FRENTE AL CAKITAS EN #CALLOFDUTYADVANCEDWARFARE :) #CODAW http://t.co/tbXN9IFRLJ
567898514019205120***,***NUEVO CAKIVIDEO DE #CALLOFDUTYADVANCEDWARFARE CON HERMANO ENANO DANDOLO TODO! :) #CODAW http://t.co/fpGRlO6eMb
567847808197357568***,***Voy a surf con Hermano Enano. Todavia no consigo levantarme en la tabla!
567839708232966144***,***HIJA CANIJA MUESTRA SU ROSTRO EN UN CORTOMETRAJE DIRIGIDO POR EL CAKITAS Y CO-PROTAGONIZADO POR LA CAKIS :) http://t.co/GGwSbx2k8V
567802344239554562***,***APRENDE A SER UN MONSTRUO EN #EVOLVE CON EL CAKITAS :) http://t.co/IJXfs6vdx1
567529536850386944***,***@Giovanni_Elite no te preocupes :) manana mas!
567500522244956160***,***Cakitas en Directo!: http://t.co/a9hTMgYw36
567500427659587585***,***DIRECTO EN TWITCH EN 2 MIN!
567478400332599296***,***EL MACHETE KOREK!!! LO TENGO!!!! http://t.co/huyLQiyIHa
567419370079412224***,***Cakitas en Directo!: http://t.co/EYFpWXZuYH
567417710401687553***,***Cakitas en Directo!: http://t.co/5nqSpav48d
567416581282476032***,***Cakitas en Directo!: http://t.co/F58WZt4yMU
567414473279811584***,***Cakitas en Directo!: http://t.co/gnZ3EXpARC
567413334379470848***,***Cakitas en Directo!: http://t.co/BiEKDUOcpx
567411956261199872***,***Cakitas en Directo!: http://t.co/XFZUjaYT9R
567411621367406592***,***ENTRO EN DIRECTO :=) EN http://t.co/EpmmgjvGFP
567384978170720256***,***@Giovanni_Elite si, en un rato hare directo con Sttranded!
567358184608657410***,***@Giovanni_Elite YA TENGO STRANDED DEEP
567357788545097731***,***SECRETO QUE OS HARA CASI INVENCIBLES EN #DYINGLIGHT #EASTEREGG :) http://t.co/x4TqPxqRZT
567206837762916352***,***ENTRO EN DIRECTO CON #STRANDEDDEEP ;) EN TWITCH
567204929777852417***,***Cakitas en Directo!: http://t.co/ZovbHvd2Hj
567153910003933184***,***Cakitas en Directo!: http://t.co/z6ZXZVIrJo
567152343083671552***,***en 2 minutos entro en directo con hermano enano!
567117666507165696***,***MINECRAFT AL DESNUDO | Perdidos en el nether http://t.co/pxKnNjFcqL
567005735943680000***,***NUEVO CAKITULO DE APRENDE INGLES CON #MINECRAFT :) LA PATINES NOS EXPLICA EL PASADO! http://t.co/wYtmnRaU5l
566825367604695040***,***Cakitas en Directo!: http://t.co/CI9KNjoADm
566709574208454656***,***@Giovanni_Elite Tus deseos son ordenes Giovanni! Lo juego ya el martes :)
566675252202438656***,***NUEVO VIDEO DE #DYINGLIGHT CON @CADEVIDEOS :) LOS ZOMBIES NOS DESCUARTIZAN! http://t.co/1KodS1Hcsz
566665195406110720***,***Cakitas en Directo!: http://t.co/XELlEy9gf5
566654783524577280***,***RT @EsZkiper: @elcakitasgames por fin encontre tu Twiter xD
566335903040561152***,***¿Que estudia realmente ElCakitas en Los Angeles? Misterio resuelto! http://t.co/lFHXNNS1UV
566108479786459136***,***Cakitas en Directo!: http://t.co/URzULnhj6A
566087364057899008***,***@SANTIAGOBARBOS7 ES EL MEJOR PIROPO QUE ME HAN ECHADO NUNCA. GRACIAS!
566087298979094529***,***RT @SANTIAGOBARBOS7: @elcakitasgames si tu fueras un programa de tv te veria todo el dia
566070278615080961***,***Cakitas en Directo!: http://t.co/C2QsYzFQlI
566067487955902465***,***Cakitas en Directo!: http://t.co/RnlCQRUf1C
566062536600977408***,***Cakitas en Directo!: http://t.co/yWSrkkCqgH
566058850998951936***,***Cakitas en Directo!: http://t.co/ddnrkHqlf0
566043483333734400***,***LA CAKIS EL DIA DE SANVALENTIN :) http://t.co/gfpvCBaUrg
566007239266566144***,***YA SOMOS 1.700 EN EL CANAL! GRACIAS A TODOS!!!!
565981535116206080***,***NUEVO VLOG DE ELCAKITAS EN USA! LA CAKIS PREPARA EL DIA DE SAN VALENTIN CON BOB ESPONJA :) http://t.co/2ag4FXKXYb
565956761140469760***,***@victorbarcelo8 DE PRIMERA Y CON TOMATE :)
565633180359983104***,***Cakitas en Directo!: http://t.co/rAZ0AYc3uH
565632595623673857***,***DIRECTO AHORA MISMO EN TWITCH!
565579480346152961***,***YA TENEIS NUEVO CAKIVIDEO EN EL CANAL!!!! http://t.co/0Cecf4vnhS
565570688141258752***,***EN MEDIA HORA HAY NUEVO VIDEO DEL CAKITAS EN EL METRO DE PARIS! ;) HOY 22 GRADOS EN EL SUR DE CALIFORNIA!
565341682653483008***,***ENTRO EN DIRECTO EN TWITCH CON HERMANO ENANO ;)
565341485185662977***,***Cakitas en Directo!: http://t.co/4vWicq395a
565327096910983168***,***el cakitas estrena @evolve y nos cuenta sus impresiones! http://t.co/iXbmGnaQY3
565203752966430720***,***YA ESTA EL ESTRENO DE #EVOLVE EN EL CANAL!!!! ES MONSTRUOSO!!!! http://t.co/MdseluQcMf
565200944745709570***,***EN MEDIA HORA TENDREIS EL ESTRENO DE #EVOLVE EN EL CANAL :) EMPIEZO CON UN VIDEO EN EL QUE OS CUENTO MI OPINION SOBRE ESTE JUEGO :)
564731729215492096***,***HIJA CANIJA Y CAKITAS JUEGAN JUNTOS A #OUTLAST LOS GRITOS RESUENAN EN EL OCEANO PACIFICO... http://t.co/B7Qw40QDD6
564475154441728000***,***NUEVO VIDEO DE #CALOFDUTYADVANCESWARFARE CON HERMANO ENANO! http://t.co/xtzDaIAG4y
564474739297509377***,***@SANTIAGOBARBOS7 A ti!!! Que sigamos muchos anos en el canal!
564146682057986048***,***AL VIDEOCLUB Y A POR CHOCOLATE ESQUIVANDO ZOMBIES CON @CADEVIDEOS EN #DYINGLIGHT :) http://t.co/yJcrRaD2JT
564117368595423232***,***RT @roucer258: Me gusto un video de @YouTube de @elcakitasgames http://t.co/En5ZFOkyha DARTH MOTHER ┋HERMANO ENANO Y LA CAKIS SE PELEAN
564117344188764161***,***@Giovanni_Elite @CadeVideos MUCHAS GRACIAS GIOVANNI!
564081503429488640***,***EL CAKITAS SE ENCUENTRA CON @cadevideos en #DyingLight Y VAN JUNTOS EL DIA DE LA MADRE A POR PELICULAS Y CHOCOLATE :) http://t.co/pk75ddqYyz
564080860081582080***,***RT @CadeVideos: PRIMERA COLABORACION DEL CANAL Elcakitas y Cade juntos en dying light!! Mas de un momentazo jajaja http://t.co/SuunwhEGbZ
564080597136453632***,***@CristianZpta03 Jajajaja! Gran poema :)
564080502328418305***,***RT @CristianZpta03: Y Aqui Un Poema : " Las Rosas Son Rojas , Me Gusta En Canal De @elcakitasgames  Unicornios A La Mierda No Se Que Mierda…
563936015115489281***,***@CejaHans SORRY. PUSE MAL EL LINK
563918806897008642***,***Cakitas en Directo!: http://t.co/m8OQIcP4QX
563862607963357184***,***GRACIAS A TODOS POR SEGUIR EL DESASTROSO CAKIDIRECTO QUE HE HECHO, JAJAJA! JURO MEJORARLOS :)
563860155729600512***,***Cakitas en Directo!: http://t.co/phbv0Bmk6k
563856852442574850***,***Cakitas en Directo!: http://t.co/RtvOwHBH6G
563852409907060737***,***Cakitas en Directo!: http://t.co/eMK7yRPfmj
563851770339000321***,***en tres minutos empiezo directo en twitch!
563782411813539840***,***DARTH MOTHER ┋HERMANO ENANO Y LA CAKIS SE PELEAN: http://t.co/009ZstDcB0 via @YouTube
563765202630356992***,***@Giovanni_Elite GRACIAS GIOVANNI!
563759314708754432***,***AQUI TENEIS LAS CARAS DE HERMANO ENANO Y LA CAKIS EN UN CORTOMETRAJE DE #STARWARS QUE GRABAMOS HACE 3 ANOS! http://t.co/FCaoSb1cwI
563757253094694912***,***@Giovanni_Elite en media hora en el canal les vais a ver las caras!
563757230088921089***,***@charluki_13 en media hora en el canal les vais a ver las caras!
563754968810020864***,***QUEREIS CONOCER A HERMANO ENANO Y LA CAKIS? :)
563742378666651649***,***@Giovanni_Elite GRACIAS!
563735294604623872***,***@MonserratAguay1 chico ;)
563708235249909760***,***CONOCE AL MIEMBRO SECRETO DE LA FAMILIA CAKITAS EN ESTE NUEVO CAKITULO DE #LIFEISSTRANGE :) CAKISORPRESA INESPERADA! http://t.co/Eh2gQdyNMz
563578977017528321***,***@SantyRexGamerYT YO LO TENGO EN PS4 :) MIRA EN EL STORE
563573335166951425***,***@SantyRexGamerYT EN PS STORE ESTA A CUATRO EUROS. TENGO UN GAMEPLAY EN MI CANAL PARA QUE VEAS ANTES
563572638530818048***,***@SantyRexGamerYT ES UNA CHICA RECIEN LLEGADA A LA UNIVERSIDAD QUE CONTROLA EL TIEMPO
563571313025880064***,***@sang_barrios MUCHAS GRACIAS TIO!
563570399749742592***,***ME ESTA ENCANTANDO LIFE IS STRANGE! OS RECOMIENDO EL JUEGO #LIFEISSTRANGE :)
563567971419688960***,***RT @PlayStation: The #DICE2015 Game of the Year is... Dragon Age: Inquisition! Congratulations, @bioware! http://t.co/WqJuDUOyXY
563527937832398848***,***Cakitas en Directo!: http://t.co/R8g6XzWxCx
563527749789556736***,***EMPIEZO NUEVO DIRECTO DE #OUTLAST! I NEED YOUR HELP!
563518111970635776***,***Cakitas en Directo!: http://t.co/jvBUe32LVM
563517652719910912***,***entro en directo en twitch con otro miembro de la familia que no cakiconociais :) http://t.co/yKG4FmeUNf
563411971861909504***,***VENIOS CONMIGO A PARIS AHORA MISMO! http://t.co/JcnMzVon59
563397635282067457***,***EN UN RATO NUEVO VIDEO EN EL CAKICANAL :) ESPERO VUESTRAS SUGERECIAS. LAS APUNTO TODAS!
563372377128456193***,***RT @dempseysalinas: @elcakitasgames no ay nadie como tu para  acerme  reir :'D asta morir jajaja eres el mejor  youtuber
563169926991446016***,***RT @SANTIAGOBARBOS7: Los CakiVideos de @elcakitasgames son GENIALES
563160828942106624***,***@alexisgamerpro7 HOLA!
563160076513714176***,***ACABO DE VOLVER DE SURF CON HERMANO ENANO. QUE TAL VUESTRO DIA? http://t.co/8Gkk8bjv54
563105482680696832***,***Cakitas en Directo!: http://t.co/yONT4Dwvp7
563101492861612033***,***Cakitas en Directo!: http://t.co/W4EO1EX61n
563098607193440257***,***DIRECTO DEL CAKITAS EN 5 MINUTOS EN TWITCH :) http://t.co/yKG4FmeUNf
563070922350149635***,***YA PODEIS VER EL NUEOV VIDEO DEL CAKITAS A CARA DESCUBIERTA CON #DYINGLIGHT! #OMG! http://t.co/5SkaUkLjQL
563047275308797953***,***EN POCO MAS DE DOS HORAS TENDREIS MIERCOLES DE TERROR CON NUEVO CAKITULO DE #DYINGLIGHT VA A SER CAKIFUERTE...
562702656247201793***,***EL CAKITAS COMENTA SU PRIMER GAMEPLAY A CARA DESCUBIERTA! OMG! #LIFEISSTRANGE http://t.co/EXvhgWoe8g
562661535604961280***,***Life is Strange: http://t.co/p0uRANJ50S
562657202104987651***,***Life is Strange: http://t.co/WhfyLvAC6G
562657188485689345***,***Life is Strange: http://t.co/WcgGWZG5QC
562649736126017536***,***Life is Strange: http://t.co/DWwkptIipK
562188807605587970***,***LA CAKIS SE PONE A LIGAR CON UNO DE LAS VEGAS EN #GTAV WTF!!! http://t.co/68ipyScnx7
562133053854588928***,***Life is Strange: http://t.co/nIyZVhWHZX
562120528521994240***,***GTAV: http://t.co/6rn3Wyymlg
562075565406957568***,***DYING LIGHT: http://t.co/YvLxeQ3N4V
562069244578254848***,***@Giovanni_Elite lo avisare por twitter. Twitch te manda un mail en el momento si me sigues en Twitch :)
562022427689902081***,***RT @davido01chris: Si yego a tener bastantes seguidores grabaremos juntos yo y @elcakitasgames
562009379978100736***,***Voy a estudiar un poco que tengo una presentacion importante el proximo fin de semana :)
562008276972625920***,***@Giovanni_Elite no molestas nada! :) es un gusto charlar con seguidores!
561797851538530304***,***@Giovanni_Elite GRACIAS GIOVANNI. GRACIAS POR TU AYUDA EN DIRECTO!!!!
561797798782578688***,***RT @Giovanni_Elite: @elcakitasgames muy bueno el video de dying light
561797775940390912***,***@DaniVegetta777_ A TI POR SER TAN BUEN COMPANERO!
561797726586015744***,***RT @DaniVegetta777_: @elcakitasgames gracias por saludarme :-)
561797114045685761***,***NUEVO INVITADO EN APRENDE INGLES CON #MINECRAFT BIENVENIDO AL CANAL CUPCAKE! http://t.co/awyPs554qX
561776461598572544***,***DYING LIGHT: http://t.co/85Y9jqROCM
561770032552611842***,***OUTLAST: http://t.co/nMvTQzilrN
561766478924742656***,***VOY A CENAR CON LA FAMLIA! CUIDAOS :) EN UN RATO HARE DIRECTO EN #TWITCH!
561764400278020096***,***@Giovanni_Elite GRACIAS DE CAKICORAZON!
561764384486457345***,***RT @Giovanni_Elite: @elcakitasgames son muy buenos tus videos.
561758574825975808***,***@Uriel44551512 HOLA
561758535282085888***,***@e9377597e4c64b1 EN EL DEL DOMINGO PROXIMO TE MENCIONO :=)
561757683016294400***,***@e9377597e4c64b1 https://t.co/PP9tmq4n7c
561756381636988928***,***@e9377597e4c64b1 HOLA!
561749160563847168***,***@davido01chris HOLA. SI NO ME SIGUES NO TE PUEDO CONTESTAR  A LOS MENSAJES DIRECTOS
561748830354673664***,***RT @davido01chris: @elcakitasgames hola grasias por seguirme cres q me puedas ayudar a tener seguidores
561622998960975872***,***Dying Light: http://t.co/mIECKvtGkI
561620815335407616***,***EN CINCO MINUTOS DIRECTO DE APRENDE INGLES CON #MINECRAFT EN MI CANAL DE TWITCH :)
561549716811702272***,***@charluki_13 poco a poco :)
561273193089208323***,***@charluki_13 YA ESTA :)
561270680730480641***,***EL CAKITAS SE QUITA LA MASCARA AL JUNTARSE CON 1.500 CAKIAMIGOS! HOLA MUNDO! http://t.co/To9DXUJx5L
561268516943577088***,***PROMETI QUE CUANDO FUERAMOS 1500 SUSCRIPTORES ENSENARIA LA CARA Y SOMOS 1.520!
561249576313954304***,***EL CAKITAS Y SU NOVIA INFECTADOS EN EL ESTRENO DE #DYINGLIGHT!!! WTF :) http://t.co/QeZeA4VFoM
561007805705248768***,***@ByPabliYT me retrase! sorry. Estoy configurando Dying Lights :)
560868377842171904***,***EL CAKITAS VIAJA HASTA LA TIERRA MEDIA DEL SENOR DE LOS CAKIANILLOS EN #SOMBRASDEMORDOR :) http://t.co/JXlkTfruBZ
560623648709812225***,***HOLA! PRACTICAMENTE TODOS LOS DIAS HAGO DIRECTOS. SI QUEREIS SEGUIRME EN DIRECTO AQUI ESTA EL ENLACE: http://t.co/oYxkPcFGln CAKIGRACIAS!
560511163369521152***,***PONEOS LOS CASCOS PARA PASAR MIEDO Y RISA CON ELCAKITAS Y LA CAKIS EN #OUTLAST http://t.co/mydkWOoA45
560327613348995072***,***GTAV: http://t.co/qwm4ku20IJ
560217818294001664***,***@Gus_Brony a ver si saco tiempo ;)
560212639897227264***,***Manana subo #Outlast Miercoles de terror con elcakitas!!!
560084600379441152***,***YA SOMOS 1.500 SUSCRIPTORES! CAKIGRACIAS A TODOS POR APOYAR EL CANAL :) https://t.co/PP9tmq4n7c
559933468826562561***,***Somos 1492! El ano que se descubrio America :) http://t.co/rhSGlcdkOz
559925723666735105***,***@felipejonny78 hola!
559923975078158336***,***@JohannaCronin Thanks for following me :) Best regards from San Diego!
559778495170359296***,***QUEREIS JUGAR CON FELIX, AMENY Y CAKITAS EN #MINECRAFT? http://t.co/BvOrjOHDfF
559749254676480004***,***MI CAKINOVIA NO ME DEJA JUGAR A #GTAV :) UN VIDEO EPICO... http://t.co/ZzDnumzGjf
559729207178051587***,***@albertoap2443 HOLA! https://t.co/MNgEaIzZKS
559592546746531841***,***EL VIDEO DE MANANA DE #GTAV CON LA CAKIS NO TIENE DESPERDICIO... VER A MI CAKINOVIA JUGARLO POR PRIMERA VEZ ES INSUPERABLE... JAJAJAJA!
559591625295273985***,***@ByPabliYT ERES PABLO AUZA? CLARO QUE TE SIGO!
559574443354120192***,***Minecraft: http://t.co/CSpKCUehF5
559573734348967936***,***EN 5 MIN DIRECTO DE #GTAV CON MI CAKINOVIA! (ELLA ODIA EL JUEGO)
559484623382908929***,***NO OS PERDAIS A LA NOVIA DEL CAKITAS EN EL NUEVO CAKITULO DE APRENDE INGLES CON #MINECRAFT :) http://t.co/zXiCIuiiqv
559416752644177920***,***@charluki_13 POR LA CALLE NO, JAJAJAJA!
559406526532960256***,***NO OS PERDAIS EL NUEVO CAKITULO DE APRENDE INGLES CON #MINECRAFT DONDE EL CAKITAS OS PRESENTA A SU NOVIA: LA CAKIS. ESTARA ONLINE EN 5 HORAS
559397280805957632***,***@charluki_13 San Diego, California, USA :)
559395046324051968***,***@charluki_13 De Zamora. Lo acabo de ver. Yo he estado en Zamora en el Teatro Principal un par de veces actuando!!!!
559394913746292736***,***@charluki_13 No, ya lo hice anoche. Estoy en California, a 9 horas (menos) que en Espana. De donde eres?
559389437130317824***,***@charluki_13 NO ME HAN SACADO, ME HAN METIDO. VIVIA EN CAKILANDIA Y UN DIA DESPERTE EN LA CAKITIERRA! CASA. TELEFONO!
559389303654973440***,***RT @charluki_13: @elcakitasgames tio a ti de donde te han sacado jajajajaja xD
559382623458693121***,***EL CAKITAS SE ATREVE CON #SMITE EN UN TUTORIAL DESDE CERO :) http://t.co/wmc0DePTMB
559245496728829953***,***Minecraft: http://t.co/EZryVK103L
559212557206974464***,***@CejaHans Cakigracias!
559212536608727040***,***RT @CejaHans: @elcakitasgames Estan geniales tus Videos 😄😁😎👌
559184247202656257***,***@erickrobertosa2 Hola!
559074144747126785***,***@ScramerTesla si me hago cuenta europa te aviso!
559057020133703680***,***@ScramerTesla Capitan sin tilde porque los americanos no me la ponen :)
559056942295838722***,***@ScramerTesla Soy Capitan Asombro :) No se si me encontraras porque estoy en zona USA. Me mola tu blog!
559053823721738240***,***UNA GOZADA MI ESTRENO CON #HEROESOTHESTORM CREO QUE ME VOY A ENGANCHAR A LOS #MOBA #HOTS :) http://t.co/Cbo3fRTO2U
559022667525664769***,***@DesireCordero Ya estoy. Me encantan los canales de tutoriales!
559022548931727362***,***@DesireCordero me paso a ver a tu primo :)
558889464060469248***,***#HEROESOFTHESTORM LLEGA AL CANAL DEL CAKITAS! TUTORIAL DESDE CERO DE #HOTS http://t.co/6dumqnY9VM
558864665942306816***,***MATANDO ORCOS: http://t.co/WjPcBIHep9
558862372488499200***,***@CABocaJ12 HAGO DIRECTO AHORA :) SORPRESA
558862063653494784***,***@CABocaJ12 CAKISALUDOS!
558861964349157377***,***@CABocaJ12 CAKISANIDPS!
558861745780191234***,***EN 10 MINUTOS EMPIEZO DIRECTO EN #TWITCH :) http://t.co/yKG4FmwvVj
558843824756125696***,***@Mateo7568 YO ME ESTOY REPARANDO
558776223845711873***,***ESTRENANDO SMITE :): http://t.co/L7mjT0fX0f
558775869183778816***,***EN 5 MIN ENTRO EN DIRECTO A ESTRENAR #SMITE! WTF! EN TWITCH! http://t.co/OHp3ePfoG3
558719992061906944***,***RuneScape Primer Contacto: http://t.co/AIPpyAAiKW
