670843527815954432***,***No tengo sueno wnn
648677082726289408***,***RT @CiudadesPapelOf: Ser frio no significa no tener sentimientos.
648675252998918144***,***@Camilapazq wn yo tmbbbbb😍
648673712108105728***,***@Camilapazq a esperar el 2017 para la 5 😣
648672968307044352***,***No podre dormir otra vez help
648672554018848768***,***@Camilapazq JAJSJSJS lo mjrrrrrrrr wn
648671421716152320***,***Negrita linda yo te amo y te extrano😐
648671210675535873***,***RT @vitoko_carrasco: Volvamos a ser extranos y volvamos a encontrarnos
648670616757903360***,***Barsa ql
648670355003961344***,***RT @franisidoraaa: no conosco mujer mas vergonzoza que la sofiiii😂
648669945623150592***,***@fernandavilesss a ti te amob😙
648669451324399620***,***RT @SebassRojas11: Odio que la comida este caliente llego cagado de hambre y me quemo todo
648669170935156737***,***Odio que me apuren😤
648668422813974528***,***Siempre digo que todo esfuerzo vale la pena🙀
648666564959555586***,***@fer15_rodriguez  mjr sere atleta
648666103577726976***,***Mg correr
648666005741416448***,***Que es linda, me fue a comprar los materiales
648665540333039616***,***RT @canndec: No me canso de decir q las cosas improvisadas salen mil veces mejor
648665213487681537***,***RT @SuperSchulz: #QuieroUnMundoDondeLevantarse antes de las 10 am sea ilegal http://t.co/6DYi7M2uto
648665169007124481***,***RT @Quecolocoaqui_: #QuieroUnMundoDonde no me tenga que levantar temprano http://t.co/UTZL8MywCy
648664930493825024***,***@Nacho_Ortegaaa tendre que ser seria nms
648664520517357569***,***Quiero que sea miercoles para ver scream queens💅
648663638501388289***,***Yo no puedo ser seria👀
648663422851260417***,***@Camilabgp_ JSJSJSJSJ❤❤❤❤
648662656954535936***,***Su🍐lo
648661750724829184***,***Con la fernanda y el roca tenemos todo planiado para salir a trotar y comer como chanchos😍😍💖
648661535452209152***,***RT @SofiaVegaContre: ha cambiado tanto todo en poquitos meses 😱😱😱😱😱😱
648657832041185280***,***Me paresco mucho a la fran 😕
648656381705351168***,***RT @_belencilla__: Yo gruno,gruno,gruno
648655892850868225***,***RT @alison_cgm: pq siempre dejo todo para ultima hora😭
648655646397743104***,***@fer15_rodriguez  te amo muxo💖
648655410753310720***,***@fer15_rodriguez  si me los pides tu no
648654364152864770***,***No falta el tonto que lo lleva JAJSJS amo a mi mama
648652464846192640***,***Ctmmm los materiales para mnn 😨
648652274932260864***,***RT @Nosoychistuit: Yo, siempre que trato de estudiar. http://t.co/aQvsJ3meKt
648652070019592192***,***@fer15_rodriguez y yo que estaba feliz pq dormi tan bien
648651803714809856***,***@fer15_rodriguez estoy enoja wn
648650695973937152***,***Yo no quiero un mundo donde existan negras qlas🙏
648649424265158656***,***RT @VitoCastro6: ¿Les dio miedo este gif? http://t.co/vxVyt2zAKz
648585584521441281***,***RT @SofiaVegaContre: Me llega a doler la cabeza de tanto sueno que tengo😔😔😔
648341487407788033***,***😍 http://t.co/oIHt1lD6fg
648325127780872193***,***Cuando me cambie de casa el mas feliz sera el lechuga
648323790628384768***,***@eileen_atorres sera 😕
648323711674789888***,***RT @cristianpintod: ojala se inunde el colegio y cancelen las clases
648293984784252928***,***RT @EresCurioso: #Curiosidades http://t.co/Xe3Fg41iWx
648268044024872960***,***Siempre le pasan weas chistosas al lechugin😂💖
648214655668723712***,***Tengo pegada esa cancion qlaaaa
648213918087815168***,***RT @DayenuBarra: mi papa me dijo que el amor es como las palomas, "llegan, te cagan y se van"
648213685970825216***,***Tengo paralisis del sueno Jsjsjsjjs
648162454892113920***,***RT @tauro_hn: Para #TAURO, cuanto mas dificil, mejor
647981520431509505***,***Yo te prometo que Yo Jamas te hare una Promesa Que no pretenda Cumplir 🎤
647974296548155392***,***RT @YolandaSultanaH: TAURO: Es momento de encontrar la felicidad que tanto necesita, debe darle oportunidad al amor. Trate de hacer deporte…
647959625057366016***,***Me duelen las piernas
647933501522751488***,***Sofi te amo
647932415520976896***,***Lo pase de maravillaaaa❤😍
647833290284601344***,***No rompo promesas ire igual
647832264232042496***,***RT @_JavieraV: los hombres son tan chantas
647832113325195264***,***RT @agussselizalde: Pq chucha soy tan bipolar😞
647795231824474112***,***RT @eileen_atorres: Quien va a envidiar a esa chula de mierda😹😫
647598719735566336***,***@_cbjvlc__ JSJSJSJSJSKSJSJSJKSKSKSJSKDJ CTMMMM
647597635772260352***,***Vere mis series
647595698289025024***,***RT @_JavieraV: quiero ver una pelicula wena, pero wena wena
647586646326689793***,***Buta la joce me dijo que iba a venir y no po no esta la qla
647586338632548352***,***RT @aldunesBar: que lata todo esto
647584443587252224***,***@eileen_atorres JAJSJSJJSJS
647582465196978177***,***RT @scarletddelgado: Me tienen chata con sus weas de numerooooooooosss😠
647581905588756480***,***@eileen_atorres nana me pegaste tus canciones
647581473655140352***,***Me duelen mis labios 😔
647581385474056192***,***Tengo rabiaa
647578837887250432***,***Haran pizza eso me hace mas que feliz
647578418087899136***,***Mg como me quedo la polera
647578314652184576***,***Que lataaa
647528306309529601***,***RT @bcnegro11: Las mujeres son como las llaves, a uno no se las roban, uno las pierde de hueon nomas
647527632578441216***,***RT @UnaExCabrona: No se trata de aprovechar el tiempo, sino de disfrutar cada instante.
647466414354366465***,***RT @TextoReal: Todos nos equivocamos, lo importante es aprender.
647465957351403520***,***RT @AliGonzaleez: Bucha que tengo sueno 😴
647465447814770688***,***Ando con las manas asi que dormire
647465359294005248***,***RT @YolandaSultanaH: TAURO: No se complique por los malos ratos de la manana, no todos los dias inician bien. Busque la cercania de persona…
647464789682352128***,***Tengo mucha hambreeee😠
647239130087337984***,***Vacaciones lleguen luego
647238038876221440***,***Que le pasa a este hombre 😳
647237794998427648***,***RT @fer15_rodriguez: No todo lo malo es karma, ni todo lo bueno es suerte.
647235668553388032***,***RT @PiaaCampoos: Que digan lo que quieran, que las palabras vienen y se van.
647231925967527936***,***@_cbjvlc__ ahora jamas se te olvidaran😚
647231616281088000***,***@_cbjvlc__  JSJSJSJSJS fue muy loco
647231145747316737***,***Y tengo mucho suenito
647231089082265600***,***Estoy cansada😞
647230498486493184***,***@_cbjvlc__ @fer15_rodriguez JJSJSJSJSJSJS Lo mjr te amo muxo muxo ❤😙
647225990477910016***,***@fer15_rodriguez la caga
647225567205572608***,***Esta wna hace lo mismo que uno y tiene el descaro de decir que somos   envidiosas o copionas
647224043192610816***,***@fer15_rodriguez nuestro saludo pero en camara lenta lo mjr
647223510109130752***,***@fer15_rodriguez @_cbjvlc__ y de ahi no me pare de reir
647223464202477569***,***@fer15_rodriguez  JSJSJSJSJSJ Te amo
647223336456585216***,***@fer15_rodriguez @_cbjvlc__  yo pense que le habia mandado una pata en el hocico al nino que estaba a tu lado JAJSJSJ
647222960026161152***,***Me acuerdo que casi le mando una pata en el hocico a la fernanda en el tagada JAJSJSJS
647222725715623936***,***@_cbjvlc__ @fer15_rodriguez malditas💔💔💔
646882132237885441***,***Estoy cagaita de sueno
646880604554952704***,***RT @YolandaSultanaH: TAURO: La felicidad esta en mirar las cosas sencillas de la vida y en los detalles que tengan con uno aquellas persona…
646879953573806080***,***Amo ver series o peliculas😍
646873677162762240***,***Butaaaaa Cago
646873618069221376***,***RT @roroquita: Weon murio ariana y nick altiro , que fome
646873548112400384***,***RT @JaureguiCalmate: Nick haciendo ejercicio y mil maneras de morir#ScreamQueens
646869970337574912***,***😍😍😍😍😍👇
646869881837756416***,***RT @jjjjjjjjjavi: Nick 😍Nick 😍Nick 😍Nick 😍 #ScreamQueens http://t.co/ErLIfdvuQq
646868623752069120***,***Ya empezaron con los numeritos qls
646868253810237440***,***RT @vojnovicsofija: No hay que arrepentirse de nada
646865503449952256***,***RT @Moiraaaa: 40 min y ya murieron 4 😂
646865293067841536***,***Que la cagooo se parecen dms
646864544011276288***,***RT @franisidoraaa: Soy muy pesada cuando me lo propongo
646863001916674049***,***RT @denissejazmiin1: puta vidah apunalaron a ariana 😰😢
646860076041523205***,***RT @Toonohhh: Aqui yo viendo #ScreamQueens 😍💅💁✨
646858974206271489***,***Ctm pobresita la senora
646857143853936640***,***@denissejazmiin1 siii😍😍😍
646857028829323264***,***Que es lindo este hombre😍
646856925724966914***,***RT @denissejazmiin1: NICK JONAS TE AMO HERMOSO 😍 #ScreamQueens
646856863192096768***,***Nick😍😍😍😍😍😍
646854665473257473***,***RT @denissejazmiin1: kappa bitchesss 😉
646854638176718848***,***RT @jjjjjjjjjavi: Amo a las hueonas que salen en esta serie ctm 😍 #ScreamQueens
646849408370388992***,***@_cbjvlc__  eso mismo iba  a decir JSJDJDJD
646849254825312256***,***@fer15_rodriguez  jsjsjsjdjsjsjs 😍
646849154484969472***,***@_cbjvlc__  eri igualita caro IGUALITA
646848464199004160***,***Y puso el nombre de la tia JSJSJSJDJ
646847309725192192***,***RT @eileen_atorres: Nada mas lindo que los "buenos dias o buenas noches"😍
646847256977633280***,***@eileen_atorres te amo nena
646847128820686848***,***@eileen_atorres  oye nana
646846914449817600***,***@_cbjvlc__ @nferndeez @fer15_rodriguez JSJSJSJSJSJSJSJJSJAJAJAJAJA tan enfermas❤
646846581073969152***,***@fer15_rodriguez @eileen_atorres bucha dormi toda la tarde
646846254975164416***,***@eileen_atorres @fer15_rodriguez las amo muxo muxo❤❤❤
646845509269889024***,***Me senti superada😂
646845204192960512***,***A lo siento yo no me pierdo esto
646844839217246208***,***@_cbjvlc__ @nferndeez JSKSJSJSJSJDJ YO MAS😙
646844318150471681***,***@nferndeez @_cbjvlc__ me gustaba  y que
646843964163772416***,***@nferndeez @fer15_rodriguez 💖💖 la fernanda va a ver a tu papa nms JAJAJSJSJ
646843535166185474***,***Todo pq mi pantalla se pone wna😣
646842812995117056***,***Que soy wna puse panaqueques
646842391819894784***,***Soy un poco desordenada
646841908388626434***,***@fer15_rodriguez @nferndeez nunca fallamos
646841610546884608***,***@nferndeez Oye enfermo yo te eh ido aver
646841401016217600***,***A casi todo el curso le gusto mis cocadas al horno😏
646841113551183872***,***RT @franisidoraaa: Se me hacen eternos estos ultimos meses de clases
646841075659866112***,***@fer15_rodriguez  te amooooooo😙
646840838102847488***,***Fernanda qla JAJAJSJSJ la amo
646840717655035904***,***@nferndeez dps de clases pasooo💖
646840089440595968***,***Dormi toda la tardee wnn😂
646839819994333184***,***RT @Leivoon: extrano jugar pet society
646839758962978816***,***Extrano a parrita😞
646839613412274176***,***@Cataaconstanza6 a las 10😍
646839008199372800***,***Que son lindas, me estan haciendo panaqueques😍❤
646780052609232896***,***Pondre alarma para que no se me olvide ver scream queens😍😻
646779648194441216***,***RT @Jo_Monsalve143: Ojala no perderme Scream Queens
646728773858160641***,***RT @FraseDeSarcasmo: Dormir es facil, lo dificil es levantarse.
646625234183942144***,***RT @vaaaaaal___: no quiero estudiar ni ir mas al colegio😢
646521446106308608***,***Necesito descargar music
646520544641306624***,***Quiero comer hand rolls tmb😞😒
646519732305326080***,***💖😴💖
646518146493509632***,***Coloco mil alarmas y aun asi no despierto weonnnn
646514571071606784***,***Me ire al tuto😴😌
646412129810165760***,***RT @Nico_tico: Me gustan las personas valientes, me refiero a los que caen, lloran y siguen. Y no a los que disimulan haberse tropezado.
646369009567432704***,***Buuuchaaa
646366627957723136***,***Ayudaaaa😲
646366330619305984***,***Tengo hambre weno cuando no
646366130521645056***,***Morire en la prueba 👈😿
646306686647599104***,***Que ascooooooo
646305078530449408***,***Aaaaaaaaaaah pqpqpqpqppq
646304677664018432***,***No lei la wea de libro 😾
646159628003340288***,***Que es chico el mundo wn🌍
646153992247111680***,***RT @conivmiguieles: que acabe luego el ano xfa 😒😒
646144764715364352***,***El cansancio me gana 😣
646144295314001920***,***Con la fernanda cuando vimos el video de la luna, estuvimos una semana riendonos de eso😹😹😹
646142621765795840***,***RT @_cbjvlc__: Quiero verano
646142412860035073***,***RT @jjjjjjjjjavi: Odio que no me quede tiempo para NADA 😭
646139177290067968***,***😪😪😪😪
646139027201097729***,***RT @HoroscopoViral: Si #TAURO se enamora, se esforzara dia tras dia para que la relacion tenga esa chispa que la mantiene en cada momento. …
646134739884228610***,***Que soy pajera por la chuchaaa
646134478524542976***,***RT @weonafilo: el primero en pedir disculpas es el mas valiente, el primero en perdonar es el mas fuerte y el primero en olvidar, es el mas…
646134326426472449***,***Encuentro que el alex es un amoooor🌸
646110411012599808***,***RT @maririverosb: Hola primaveraaaaa💐🌸🌷🍀🌹🌻🌺🌼😍💘
646021825240145920***,***Bienvenido a mi mundo, que digo nuestro mundo🎶
646020977818796032***,***Te haces weonnn
645993037521416196***,***RT @tauro_hn: #TAURO conservara su mentalidad y su forma de pensar hasta que vea algo CLARO por lo que cambiarla
645992962653061120***,***Quiero mi camita😔
645646968094617600***,***Me duele la cabezaaa😕
645435012003852288***,***RT @WhoWhatWear: 10 questions with @ScreamQueens costume designer, Lou Eyrich: http://t.co/dll0z6ENpk #ad http://t.co/SZXeWPGQ8H
645434425728192513***,***Vere la temporada que me falta y sere la mas feliz🙆
645434124333936640***,***No hice nada productivo hoy😌
645433814454550528***,***La frase que siempre digo wn👇
645433694656856064***,***RT @ifyouloveddme: Necesito la tele transportacion😔😔😔😔
645433191415869441***,***Mi mama me fue a comprar nalca jiji😻
645433035178049536***,***RT @YolandaSultanaH: TAURO: Debe tener la capacidad de ponerse de pie y seguir adelante con su vida. La salud empieza en la mente. Siga tra…
645321556911104001***,***RT @jotaaortiz: ¿Siesta hasta ano nuevo?
645270261177016320***,***RT @_JavieraV: tanto weon agrandao, que no se les olvide de donde vienen a los aweonaos
645088885052194816***,***😋😋😋
645088593950711808***,***RT @_JavieraV: me duelen todos los brazos wn maldito tagada
645084639435059200***,***Quiero que den luego sream queens😻
644971184556257281***,***Me dio suenito
644971108031164416***,***RT @camilaRevelion: Comer como si no hubiera manana
644962057754935296***,***Que es lindo😍
644919393361764352***,***@fer15_rodriguez @eileen_atorres jjjjbbjj Las amooo
644571625099251712***,***RT @macarenarqlm: amo el ambiente dieciochero ❤
644335043591172096***,***Tengo sueno😒
644334717366632448***,***Recien ahora me sono la wea Jjajsj
644311749517307904***,***Sofia conectate ahoraa!!!
644292389796999168***,***Comere mjr
644291507919437825***,***Wn que miedoo
644283932339511296***,***RT @paulinaott: Todo cae por su propio peso.
644283714701275137***,***Me dio hambre
644283115163283457***,***Que bacan wnnnn
643958940439609344***,***Ctmm que risaaa
643956144852062208***,***RT @eileen_atorres: Querida, yo no ando pendiente de mongolicas culias💅🏻💅🏻
